numeral,enticve1,entifed1,ubicageo_e,municip1,vehreptt,vehrep1,vehrep2,vehrep3,vehreps1,vehrep4,vehrep5,vehrep6,vehreps2,vehrep8,vehrep9,vehrep10,vehreps3,vehrep12,vehrep13,vehrep14
946,18,NAYARIT,18006,IXTLAN DEL RIO,27,17,10,0,0,0,0,0,0,0,0,0,27,17,10,0
947,18,NAYARIT,18007,JALA,12,5,7,0,0,0,0,0,0,0,0,0,12,5,7,0
948,18,NAYARIT,18008,XALISCO,11,2,9,0,0,0,0,0,0,0,0,0,11,2,9,0
949,18,NAYARIT,18009,DEL NAYAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,18,NAYARIT,18010,ROSAMORADA,43,2,41,0,0,0,0,0,0,0,0,0,43,2,41,0
951,18,NAYARIT,18011,RUIZ,17,2,15,0,0,0,0,0,0,0,0,0,17,2,15,0
952,18,NAYARIT,18012,SAN BLAS,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0
953,18,NAYARIT,18013,SAN PEDRO LAGUNILLAS,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
954,18,NAYARIT,18014,SANTA MARIA DEL ORO,77,4,73,0,0,0,0,0,0,0,0,0,77,4,73,0
955,18,NAYARIT,18015,SANTIAGO IXCUINTLA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
956,18,NAYARIT,18016,TECUALA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
957,18,NAYARIT,18017,TEPIC,138,19,119,0,0,0,0,0,0,0,0,0,138,19,119,0
958,18,NAYARIT,18018,TUXPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,18,NAYARIT,18019,LA YESCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,18,NAYARIT,18020,BAHIA DE BANDERAS,11,2,9,0,0,0,0,0,0,0,0,0,11,2,9,0
961,19,NUEVO LEON,19001,ABASOLO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
962,19,NUEVO LEON,19002,AGUALEGUAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,19,NUEVO LEON,19003,LOS ALDAMAS,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,0
964,19,NUEVO LEON,19004,ALLENDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,19,NUEVO LEON,19005,ANAHUAC,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
966,19,NUEVO LEON,19006,APODACA,68,10,58,0,5,0,5,0,0,0,0,0,63,10,53,0
967,19,NUEVO LEON,19007,ARAMBERRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,19,NUEVO LEON,19008,BUSTAMANTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,19,NUEVO LEON,19009,CADEREYTA JIMENEZ,66,18,48,0,0,0,0,0,0,0,0,0,66,18,48,0
970,19,NUEVO LEON,19010,EL CARMEN,11,0,11,0,0,0,0,0,0,0,0,0,11,0,11,0
971,19,NUEVO LEON,19011,CERRALVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,19,NUEVO LEON,19012,CIENEGA DE FLORES,9,6,3,0,0,0,0,0,0,0,0,0,9,6,3,0
973,19,NUEVO LEON,19013,CHINA,20,3,17,0,0,0,0,0,0,0,0,0,20,3,17,0
974,19,NUEVO LEON,19014,DOCTOR ARROYO,25,14,11,0,0,0,0,0,0,0,0,0,25,14,11,0
975,19,NUEVO LEON,19015,DOCTOR COSS,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
976,19,NUEVO LEON,19016,DOCTOR GONZALEZ,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
977,19,NUEVO LEON,19017,GALEANA,40,6,34,0,0,0,0,0,0,0,0,0,40,6,34,0
978,19,NUEVO LEON,19018,GARCIA,24,9,15,0,0,0,0,0,0,0,0,0,24,9,15,0
979,19,NUEVO LEON,19019,SAN PEDRO GARZA GARCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,19,NUEVO LEON,19020,GENERAL BRAVO,36,9,27,0,0,0,0,0,0,0,0,0,36,9,27,0
981,19,NUEVO LEON,19021,GENERAL ESCOBEDO,20,11,9,0,0,0,0,0,0,0,0,0,20,11,9,0
982,19,NUEVO LEON,19022,GENERAL TERAN,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0
983,19,NUEVO LEON,19023,GENERAL TREVIÑO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,19,NUEVO LEON,19024,GENERAL ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,19,NUEVO LEON,19025,GENERAL ZUAZUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,19,NUEVO LEON,19026,GUADALUPE,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
987,19,NUEVO LEON,19027,LOS HERRERAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,19,NUEVO LEON,19028,HIGUERAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,19,NUEVO LEON,19029,HUALAHUISES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,19,NUEVO LEON,19030,ITURBIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,19,NUEVO LEON,19031,JUAREZ,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0
992,19,NUEVO LEON,19032,LAMPAZOS DE NARANJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,19,NUEVO LEON,19033,LINARES,21,2,19,0,0,0,0,0,0,0,0,0,21,2,19,0
994,19,NUEVO LEON,19034,MARIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,19,NUEVO LEON,19035,MELCHOR OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,19,NUEVO LEON,19036,MIER Y NORIEGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,19,NUEVO LEON,19037,MINA,30,4,26,0,0,0,0,0,0,0,0,0,30,4,26,0
998,19,NUEVO LEON,19038,MONTEMORELOS,5,2,3,0,0,0,0,0,0,0,0,0,5,2,3,0
999,19,NUEVO LEON,19039,MONTERREY,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
1000,19,NUEVO LEON,19040,PARAS,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1001,19,NUEVO LEON,19041,PESQUERIA,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,0
1002,19,NUEVO LEON,19042,LOS RAMONES,17,1,16,0,0,0,0,0,0,0,0,0,17,1,16,0
1003,19,NUEVO LEON,19043,RAYONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,19,NUEVO LEON,19044,SABINAS HIDALGO,14,10,4,0,0,0,0,0,0,0,0,0,14,10,4,0
1005,19,NUEVO LEON,19045,SALINAS VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,19,NUEVO LEON,19046,SAN NICOLAS DE LOS GARZA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1007,19,NUEVO LEON,19047,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,19,NUEVO LEON,19048,SANTA CATARINA,42,5,37,0,0,0,0,0,0,0,0,0,42,5,37,0
1009,19,NUEVO LEON,19049,SANTIAGO,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0
1010,19,NUEVO LEON,19050,VALLECILLO,7,4,3,0,0,0,0,0,0,0,0,0,7,4,3,0
1011,19,NUEVO LEON,19051,VILLALDAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,20,OAXACA,20001,ABEJONES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,20,OAXACA,20002,ACATLAN DE PEREZ FIGUEROA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,20,OAXACA,20003,ASUNCION CACALOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,20,OAXACA,20004,ASUNCION CUYOTEPEJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,20,OAXACA,20005,ASUNCION IXTALTEPEC,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1017,20,OAXACA,20006,ASUNCION NOCHIXTLAN,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0
1018,20,OAXACA,20007,ASUNCION OCOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,20,OAXACA,20008,ASUNCION TLACOLULITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,20,OAXACA,20009,AYOTZINTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,20,OAXACA,20010,EL BARRIO DE LA SOLEDAD,25,5,20,0,0,0,0,0,0,0,0,0,25,5,20,0
1022,20,OAXACA,20011,CALIHUALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,20,OAXACA,20012,CANDELARIA LOXICHA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1024,20,OAXACA,20013,CIENEGA DE ZIMATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,20,OAXACA,20014,CIUDAD IXTEPEC,14,3,11,0,0,0,0,0,0,0,0,0,14,3,11,0
1026,20,OAXACA,20015,COATECAS ALTAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,20,OAXACA,20016,COICOYAN DE LAS FLORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,20,OAXACA,20017,LA COMPAÑIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,20,OAXACA,20018,CONCEPCION BUENAVISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,20,OAXACA,20019,CONCEPCION PAPALO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,20,OAXACA,20020,CONSTANCIA DEL ROSARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,20,OAXACA,20021,COSOLAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,20,OAXACA,20022,COSOLTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,20,OAXACA,20023,CUILAPAM DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,20,OAXACA,20024,CUYAMECALCO VILLA DE ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,20,OAXACA,20025,CHAHUITES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,20,OAXACA,20026,CHALCATONGO DE HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,20,OAXACA,20027,CHIQUIHUITLAN DE BENITO JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,20,OAXACA,20028,HEROICA CIUDAD DE EJUTLA DE CRESPO,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
1040,20,OAXACA,20029,ELOXOCHITLAN DE FLORES MAGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,20,OAXACA,20030,EL ESPINAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,20,OAXACA,20031,TAMAZULAPAM DEL ESPIRITU SANTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,20,OAXACA,20032,FRESNILLO DE TRUJANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,20,OAXACA,20033,GUADALUPE ETLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,20,OAXACA,20034,GUADALUPE DE RAMIREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,20,OAXACA,20035,GUELATAO DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,20,OAXACA,20036,GUEVEA DE HUMBOLDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,20,OAXACA,20037,MESONES HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,20,OAXACA,20038,VILLA HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,20,OAXACA,20039,HEROICA CIUDAD DE HUAJUAPAN DE LEON,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
1051,20,OAXACA,20040,HUAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,20,OAXACA,20041,HUAUTLA DE JIMENEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,20,OAXACA,20042,IXTLAN DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,20,OAXACA,20043,JUCHITAN DE ZARAGOZA,12,5,7,0,0,0,0,0,0,0,0,0,12,5,7,0
1055,20,OAXACA,20044,LOMA BONITA,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0
1056,20,OAXACA,20045,MAGDALENA APASCO,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1057,20,OAXACA,20046,MAGDALENA JALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,20,OAXACA,20047,SANTA MAGDALENA JICOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,20,OAXACA,20048,MAGDALENA MIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,20,OAXACA,20049,MAGDALENA OCOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,20,OAXACA,20050,MAGDALENA PEÑASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,20,OAXACA,20051,MAGDALENA TEITIPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,20,OAXACA,20052,MAGDALENA TEQUISISTLAN,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1064,20,OAXACA,20053,MAGDALENA TLACOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,20,OAXACA,20054,MAGDALENA ZAHUATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,20,OAXACA,20055,MARISCALA DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,20,OAXACA,20056,MARTIRES DE TACUBAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,20,OAXACA,20057,MATIAS ROMERO AVENDAÑO,42,15,27,0,0,0,0,0,0,0,0,0,42,15,27,0
1069,20,OAXACA,20058,MAZATLAN VILLA DE FLORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,20,OAXACA,20059,MIAHUATLAN DE PORFIRIO DIAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,20,OAXACA,20060,MIXISTLAN DE LA REFORMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,20,OAXACA,20061,MONJAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,20,OAXACA,20062,NATIVIDAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,20,OAXACA,20063,NAZARENO ETLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,20,OAXACA,20064,NEJAPA DE MADERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,20,OAXACA,20065,IXPANTEPEC NIEVES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,20,OAXACA,20066,SANTIAGO NILTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,20,OAXACA,20067,OAXACA DE JUAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,20,OAXACA,20068,OCOTLAN DE MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,20,OAXACA,20069,LA PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,20,OAXACA,20070,PINOTEPA DE DON LUIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,20,OAXACA,20071,PLUMA HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,20,OAXACA,20072,SAN JOSE DEL PROGRESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,20,OAXACA,20073,PUTLA VILLA DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,20,OAXACA,20074,SANTA CATARINA QUIOQUITANI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,20,OAXACA,20075,REFORMA DE PINEDA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1087,20,OAXACA,20076,LA REFORMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,20,OAXACA,20077,REYES ETLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,20,OAXACA,20078,ROJAS DE CUAUHTEMOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,20,OAXACA,20079,SALINA CRUZ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1091,20,OAXACA,20080,SAN AGUSTIN AMATENGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,20,OAXACA,20081,SAN AGUSTIN ATENANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,20,OAXACA,20082,SAN AGUSTIN CHAYUCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,20,OAXACA,20083,SAN AGUSTIN DE LAS JUNTAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,20,OAXACA,20084,SAN AGUSTIN ETLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,20,OAXACA,20085,SAN AGUSTIN LOXICHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,20,OAXACA,20086,SAN AGUSTIN TLACOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,20,OAXACA,20087,SAN AGUSTIN YATARENI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,20,OAXACA,20088,SAN ANDRES CABECERA NUEVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,20,OAXACA,20089,SAN ANDRES DINICUITI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,20,OAXACA,20090,SAN ANDRES HUAXPALTEPEC,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
1102,20,OAXACA,20091,SAN ANDRES HUAYAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,20,OAXACA,20092,SAN ANDRES IXTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,20,OAXACA,20093,SAN ANDRES LAGUNAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,20,OAXACA,20094,SAN ANDRES NUXIÑO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,20,OAXACA,20095,SAN ANDRES PAXTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,20,OAXACA,20096,SAN ANDRES SINAXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,20,OAXACA,20097,SAN ANDRES SOLAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,20,OAXACA,20098,SAN ANDRES TEOTILALPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,20,OAXACA,20099,SAN ANDRES TEPETLAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,20,OAXACA,20100,SAN ANDRES YAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,20,OAXACA,20101,SAN ANDRES ZABACHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,20,OAXACA,20102,SAN ANDRES ZAUTLA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1114,20,OAXACA,20103,SAN ANTONINO CASTILLO VELASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,20,OAXACA,20104,SAN ANTONINO EL ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,20,OAXACA,20105,SAN ANTONINO MONTE VERDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,20,OAXACA,20106,SAN ANTONIO ACUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,20,OAXACA,20107,SAN ANTONIO DE LA CAL,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1119,20,OAXACA,20108,SAN ANTONIO HUITEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,20,OAXACA,20109,SAN ANTONIO NANAHUATIPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,20,OAXACA,20110,SAN ANTONIO SINICAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,20,OAXACA,20111,SAN ANTONIO TEPETLAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,20,OAXACA,20112,SAN BALTAZAR CHICHICAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,20,OAXACA,20113,SAN BALTAZAR LOXICHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,20,OAXACA,20114,SAN BALTAZAR YATZACHI EL BAJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,20,OAXACA,20115,SAN BARTOLO COYOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,20,OAXACA,20116,SAN BARTOLOME AYAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,20,OAXACA,20117,SAN BARTOLOME LOXICHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,20,OAXACA,20118,SAN BARTOLOME QUIALANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,20,OAXACA,20119,SAN BARTOLOME YUCUAÑE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,20,OAXACA,20120,SAN BARTOLOME ZOOGOCHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,20,OAXACA,20121,SAN BARTOLO SOYALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,20,OAXACA,20122,SAN BARTOLO YAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,20,OAXACA,20123,SAN BERNARDO MIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,20,OAXACA,20124,SAN BLAS ATEMPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,20,OAXACA,20125,SAN CARLOS YAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,20,OAXACA,20126,SAN CRISTOBAL AMATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,20,OAXACA,20127,SAN CRISTOBAL AMOLTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,20,OAXACA,20128,SAN CRISTOBAL LACHIRIOAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,20,OAXACA,20129,SAN CRISTOBAL SUCHIXTLAHUACA,7,3,4,0,0,0,0,0,0,0,0,0,7,3,4,0
1141,20,OAXACA,20130,SAN DIONISIO DEL MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,20,OAXACA,20131,SAN DIONISIO OCOTEPEC,13,1,12,0,0,0,0,0,0,0,0,0,13,1,12,0
1143,20,OAXACA,20132,SAN DIONISIO OCOTLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,20,OAXACA,20133,SAN ESTEBAN ATATLAHUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,20,OAXACA,20134,SAN FELIPE JALAPA DE DIAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,20,OAXACA,20135,SAN FELIPE TEJALAPAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,20,OAXACA,20136,SAN FELIPE USILA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,20,OAXACA,20137,SAN FRANCISCO CAHUACUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,20,OAXACA,20138,SAN FRANCISCO CAJONOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,20,OAXACA,20139,SAN FRANCISCO CHAPULAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,20,OAXACA,20140,SAN FRANCISCO CHINDUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,20,OAXACA,20141,SAN FRANCISCO DEL MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,20,OAXACA,20142,SAN FRANCISCO HUEHUETLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,20,OAXACA,20143,SAN FRANCISCO IXHUATAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,20,OAXACA,20144,SAN FRANCISCO JALTEPETONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,20,OAXACA,20145,SAN FRANCISCO LACHIGOLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,20,OAXACA,20146,SAN FRANCISCO LOGUECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,20,OAXACA,20147,SAN FRANCISCO NUXAÑO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,20,OAXACA,20148,SAN FRANCISCO OZOLOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,20,OAXACA,20149,SAN FRANCISCO SOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,20,OAXACA,20150,SAN FRANCISCO TELIXTLAHUACA,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0
1162,20,OAXACA,20151,SAN FRANCISCO TEOPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,20,OAXACA,20152,SAN FRANCISCO TLAPANCINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,20,OAXACA,20153,SAN GABRIEL MIXTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,20,OAXACA,20154,SAN ILDEFONSO AMATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,20,OAXACA,20155,SAN ILDEFONSO SOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,20,OAXACA,20156,SAN ILDEFONSO VILLA ALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,20,OAXACA,20157,SAN JACINTO AMILPAS,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1169,20,OAXACA,20158,SAN JACINTO TLACOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,20,OAXACA,20159,SAN JERONIMO COATLAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,20,OAXACA,20160,SAN JERONIMO SILACAYOAPILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,20,OAXACA,20161,SAN JERONIMO SOSOLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
