numeral,enticve1,entifed1,ubicageo_e,municip1,fasegu1,fasegu2,fasegu3,fasegu4,fasegu5,fasegu6,fasegu7,fasegu8,fasegu9,fasegu10,fasegu11,fasegu12,fasegu13,fasegu14,fasegu15,fasegu16,fasegu17,fasegu18,fasegu19,fasegu20,fasegu21,fasegu22,fasegu23,fasegu24,fasegu25,fasegu26,fasegu27,fasegu28,fasegu29,fasegu30,fasegu31,fasegu32,fasegu33,fasegu34,fasegu35,fasegu36,fasegu37,fasegu38,fasegu39,fasegu40,fasegu41,fasegu42,fasegu43,fasegu44,fasegu45,fasegu46,fasegu47,fasegu48,fasegu49,fasegu50,fasegu51,fasegu52,fasegu53,fasegu54,fasegu55,fasegu56,fasegu57,fasegu58,fasegu59,fasegu60,fasegu61,fasegu62,fasegu63,fasegu64,fasegu65,fasegu66,fasegu67,fasegu68,fasegu69,fasegu70,fasegu71,fasegu72,fasegu73,fasegu74,fasegu75,fasegu76,fasegu77,fasegu78,fasegu79,fasegu80,fasegu81,fasegu82,fasegu83,fasegu84,fasegu85,fasegu86,fasegu87,fasegu88,fasegu89,fasegu90,fasegu91
1207,20,OAXACA,20196,SAN JUAN EVANGELISTA ANALCO,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1208,20,OAXACA,20197,SAN JUAN GUELAVIA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1209,20,OAXACA,20198,SAN JUAN GUICHICOVI,NA,0,NA,NA,NA,0,2,0,0,0,NA,5,NA,NA,NA,NSS,31,0,2,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1210,20,OAXACA,20199,SAN JUAN IHUALTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1211,20,OAXACA,20200,SAN JUAN JUQUILA MIXES,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1212,20,OAXACA,20201,SAN JUAN JUQUILA VIJANOS,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1213,20,OAXACA,20202,SAN JUAN LACHAO,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1214,20,OAXACA,20203,SAN JUAN LACHIGALLA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1215,20,OAXACA,20204,SAN JUAN LAJARCIA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1216,20,OAXACA,20205,SAN JUAN LALANA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1217,20,OAXACA,20206,SAN JUAN DE LOS CUES,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1218,20,OAXACA,20207,SAN JUAN MAZATLAN,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1219,20,OAXACA,20208,SAN JUAN MIXTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1220,20,OAXACA,20209,SAN JUAN MIXTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1221,20,OAXACA,20210,SAN JUAN ÑUMI,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1222,20,OAXACA,20211,SAN JUAN OZOLOTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1223,20,OAXACA,20212,SAN JUAN PETLAPA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1224,20,OAXACA,20213,SAN JUAN QUIAHIJE,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1225,20,OAXACA,20214,SAN JUAN QUIOTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1226,20,OAXACA,20215,SAN JUAN SAYULTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1227,20,OAXACA,20216,SAN JUAN TABAA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1228,20,OAXACA,20217,SAN JUAN TAMAZOLA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1229,20,OAXACA,20218,SAN JUAN TEITA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1230,20,OAXACA,20219,SAN JUAN TEITIPAC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1231,20,OAXACA,20220,SAN JUAN TEPEUXILA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1232,20,OAXACA,20221,SAN JUAN TEPOSCOLULA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1233,20,OAXACA,20222,SAN JUAN YAEE,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1234,20,OAXACA,20223,SAN JUAN YATZONA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1235,20,OAXACA,20224,SAN JUAN YUCUITA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1236,20,OAXACA,20225,SAN LORENZO,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1237,20,OAXACA,20226,SAN LORENZO ALBARRADAS,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1238,20,OAXACA,20227,SAN LORENZO CACAOTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1239,20,OAXACA,20228,SAN LORENZO CUAUNECUILTITLA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1240,20,OAXACA,20229,SAN LORENZO TEXMELUCAN,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1241,20,OAXACA,20230,SAN LORENZO VICTORIA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1242,20,OAXACA,20231,SAN LUCAS CAMOTLAN,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1243,20,OAXACA,20232,SAN LUCAS OJITLAN,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1244,20,OAXACA,20233,SAN LUCAS QUIAVINI,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1245,20,OAXACA,20234,SAN LUCAS ZOQUIAPAM,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1246,20,OAXACA,20235,SAN LUIS AMATLAN,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1247,20,OAXACA,20236,SAN MARCIAL OZOLOTEPEC,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1248,20,OAXACA,20237,SAN MARCOS ARTEAGA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1249,20,OAXACA,20238,SAN MARTIN DE LOS CANSECOS,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1250,20,OAXACA,20239,SAN MARTIN HUAMELULPAM,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1251,20,OAXACA,20240,SAN MARTIN ITUNYOSO,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
1252,20,OAXACA,20241,SAN MARTIN LACHILA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NSS,0,0,0,NA,0,0,0,0,0,0,NSS,NSS,NA,NSS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS,0,NA,NA,NA,0,NA,NA,NA,NSS,NSS,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NSS
